"UniqueKey","DateSurvey","UniqueCode","Consent","PreviousDC","PreviousBassCoastDC","Female","Male","Nonbinary","Trans","Gender_Unknown","Belief_MDMA_a","Belief_MDA_a","Belief_Ketamine_a","Belief_Cocaine_a","Belief_Methamphetamine_a","Belief_LSD_a","Belief_Unknown_a","Belief_Other_a","Belief_Other_detail_a","Type_Powder_s1","Type_Crystal_s1","Type_Blotter_s1","Type_PressTab_s1","Type_Liquid_s1","Type_Gummy_s1","Type_Other_s1","Type_Other_detail_s1","Type_Colour_s1","Testing_Self","Testing_Friends","Testing_Friends_num","Testing_Clients","Testing_Other","Testing_Other_detail","Obtained","Benzos_results","Benzo_Comments","LSD_result","Colorimetric_Comments","Ehrlich_result","FTS_results","FTS_Comments","FTIR_completion","FTIR_initials","FTIR_result_a1","FTIR_result_a2","FTIR_result_a3","FTIR_result_a4","FTIR_result_7_detail1","FTIR_result_7_detail2","FTIR_result_7_detail3","FTIR_result_7_detail4","FTIR_Comment","Surprised1","Surprised_detail","Satisfaction","Improvement","Intention_Nochange_a","Intention_More_a","Intention_Less_a","Intention_Dispose_a","Intention_Friend_a","Intention_Change_a","Intention_Naloxone_a","Intention_Other_a","Intention_Other_detail_a","Discarded","Initials","Final_comments","FTIR_result_MDMA_a1","FTIR_result_MDA_a1","FTIR_result_Ketamine_a1","FTIR_result_Cocaine_a1","FTIR_result_Methamphetamine_a1","FTIR_result_LSD_a1","FTIR_result_Unknown_a1","FTIR_result_Other_a1","match","Gender","count_substance","combinations","Intention_count","Intention_group","Behaviour_change","Type_count","Type","FTIR_result_MDMA_2","FTIR_result_MDA_2","FTIR_result_Ketamine_2","FTIR_result_Methamphetamine_2","FTIR_result_LSD_2","FTIR_result_Unknown_2","FTIR_result_Other_2","FTIR_result_Cocaine_2","match2","combo_name","cluster","match3","cluster1","mcluster","Intention","count_blf_substance","combinations_belief","combo_name_belief"
314,2019-07-12,4549,0,"0",NA,0,1,1,1,1,1,1,1,0,1,1,1,1,NA,0,1,1,1,1,1,1,NA,"white",0,1,NA,1,1,NA,"Onsite",3,"-",3,"-",3,1,"-",0,"ST",4,NA,NA,NA,NA,NA,NA,NA,"-","1","-",0,"shade in line",0,1,1,1,0,1,1,1,NA,NA,"ND","ek: question re: repeat visits at festival adn discarding question not recorded on paper form",1,1,1,0,1,1,1,1,"Match","Female",1,"1, 1, 1, 0, 1, 1, 1, 1",2,"Harm Reduction","No Change",1,"Powder",1,1,1,1,1,1,1,0,"Match","Cocaine",4,"Match",5,4,"Friend",1,"1, 1, 1, 0, 1, 1, 1, 1","Cocaine"
315,2019-07-12,4550,0,"1",NA,1,0,1,1,1,1,1,1,1,1,0,1,1,NA,1,1,0,1,1,1,1,NA,"blue swirl",0,0,2,1,1,NA,"Onsite",3,"-",0,"-",3,1,"-",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-",NA,"-",1,1,0,1,0,1,1,1,NA,"1","ND","ek: question re: surprise by result and satisfaction with services not recorded on paper form",1,1,1,1,1,0,1,1,"Match","Male",0,"1, 1, 1, 1, 1, 1, 1, 1",2,"Harm Reduction","Behaviour Change",1,"Blotter",1,1,1,1,1,1,1,1,"Match","LSD",1,"No Match",7,7,"Friend",1,"1, 1, 1, 1, 1, 0, 1, 1","LSD"
316,2019-07-12,4551,0,"1",NA,1,0,1,1,1,0,1,1,1,1,1,1,1,NA,1,0,1,1,1,1,1,NA,"green",0,0,2,1,1,NA,"Onsite",3,"-",3,"-",3,1,"-",NA,"ST",1,NA,NA,NA,NA,NA,NA,NA,"ek: question re: FTIR testing completed not recorded on paper form","1","-",0,"-",0,1,1,1,0,1,1,1,NA,"1","ND","-",0,1,1,1,1,1,1,1,"Match","Male",1,"0, 1, 1, 1, 1, 1, 1, 1",2,"Harm Reduction","No Change",1,"Crystal",0,1,1,1,1,1,1,1,"Match","MDMA",6,"Match",1,3,"Friend",2,"0, 0, 1, 1, 1, 1, 1, 1","MDMA, MDA"
388,2019-07-12,4553,0,"1",NA,1,0,1,1,1,0,1,1,1,1,1,1,1,NA,0,1,1,1,1,1,1,NA,"white",0,1,NA,1,1,NA,"Onsite",3,"-",3,"-",3,1,"-",0,"CS",1,NA,NA,NA,NA,NA,NA,NA,"-","1","-",0,"-",0,1,1,1,1,1,1,1,NA,"1","ML","-",0,1,1,1,1,1,1,1,"Match","Male",1,"0, 1, 1, 1, 1, 1, 1, 1",1,"No Change","No Change",1,"Powder",0,1,1,1,1,1,1,1,"Match","MDMA",3,"Match",3,5,"No Change",2,"0, 0, 1, 1, 1, 1, 1, 1","MDMA, MDA"
392,2019-07-12,4554,0,"1",NA,0,1,1,1,1,1,0,1,1,1,1,1,1,NA,0,1,1,1,1,1,1,NA,"white",0,1,NA,1,1,NA,"Onsite",3,"-",3,"-",3,1,"-",0,"JE",2,NA,NA,NA,NA,NA,NA,NA,"-","1","-",0,"-",0,1,1,1,1,1,1,1,NA,"1","ND","-",1,0,1,1,1,1,1,1,"Match","Female",1,"1, 0, 1, 1, 1, 1, 1, 1",1,"No Change","No Change",1,"Powder",1,0,1,1,1,1,1,1,"Match","MDA",8,"Match",4,4,"No Change",0,"1, 1, 1, 1, 1, 1, 1, 1",NA
336,2019-07-12,4555,0,"0",NA,1,0,1,1,1,1,1,0,1,1,1,1,1,NA,0,1,1,1,1,1,1,NA,"white",0,1,NA,1,1,NA,"Offsite",3,"-",3,"-",3,1,"-",0,"JE",3,NA,NA,NA,NA,NA,NA,NA,"-","1","-",0,"-",0,1,1,1,1,1,1,1,NA,"1","ND","ek: question re: repeat visits at festival not recorded on paper form",1,1,0,1,1,1,1,1,"Match","Male",1,"1, 1, 0, 1, 1, 1, 1, 1",1,"No Change","No Change",1,"Powder",1,1,0,1,1,1,1,1,"Match","Ketamine",3,"Match",3,3,"No Change",1,"1, 1, 0, 1, 1, 1, 1, 1","Ketamine"
104,NA,4556,0,"1",NA,1,0,1,1,1,1,1,1,0,1,1,1,1,NA,0,1,1,1,1,1,1,NA,"white",0,1,NA,1,1,NA,"Offsite",3,"-",3,"-",3,1,"-",0,"KB",4,7,NA,NA,NA,"sorbitol",NA,NA,"-","1","-",0,"-",1,1,1,1,1,1,1,1,NA,"1","KB","JD- date not filled out",1,1,1,0,1,1,1,0,"No Match","Male",2,"1, 1, 1, 0, 1, 1, 1, 0",0,"No Change","Behaviour Change",1,"Powder",1,1,1,1,1,1,1,0,"Match","Cocaine, Unknown",6,"Match",1,9,"Unknown",1,"1, 1, 1, 0, 1, 1, 1, 1","Cocaine"
414,2019-07-12,4557,0,"0",NA,0,1,1,1,1,1,1,1,1,1,1,0,1,NA,0,1,1,1,1,1,1,NA,"white",0,1,NA,1,1,NA,"Ground",3,"-",3,"-",3,1,"-",0,"RH",4,7,NA,NA,NA,"benzocaine",NA,NA,"cocaine 70%; benzocaine 30%","1","-",0,"-",1,1,0,1,1,1,1,1,NA,"1","NS","ek: question re: repeat visits at festival not recorded on paper form",1,1,1,0,1,1,1,0,"No Match","Female",2,"1, 1, 1, 0, 1, 1, 1, 0",1,"Harm Reduction","Behaviour Change",1,"Powder",1,1,1,1,1,1,1,0,"No Match","Cocaine, Unknown",2,"No Match",2,2,"Take Less",1,"1, 1, 1, 1, 1, 1, 0, 1","Other"
260,2019-07-12,4559,0,"1",NA,1,0,1,1,1,1,1,1,1,1,0,1,1,NA,1,1,0,1,1,1,1,NA,"Hoffmans Face",0,1,NA,1,1,NA,"Offsite",3,"-",NA,"ek: LSD results not recorded on paper copy",3,3,"-",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-","1","-",0,"-",0,1,1,1,1,1,1,1,NA,"1",NA,"ek: initials of harm reduction volunteer not recorded on paper form",1,1,1,1,1,1,1,1,"No Match","Male",0,"1, 1, 1, 1, 1, 1, 1, 1",1,"No Change","No Change",1,"Blotter",1,1,1,1,1,1,1,1,NA,NA,3,"No Match",3,7,"No Change",1,"1, 1, 1, 1, 1, 0, 1, 1","LSD"
73,2019-07-13,4560,0,"1",NA,1,0,1,1,1,1,1,1,1,1,1,0,1,NA,1,1,1,0,1,1,1,NA,"white",0,0,1,1,1,NA,"Offsite",NA,"JD-field not filled out",NA,"JD-field not filled out",NA,1,"-",0,"IG",2,7,7,NA,NA,"caffiene","cellulose",NA,"60-70% MDA, 20% each caffiene,cellulose","0","was expecting mdma",0,"-",1,1,1,1,0,1,1,0,"microdosing","1","DD","-",1,0,1,1,1,1,1,0,"No Match","Male",2,"1, 0, 1, 1, 1, 1, 1, 0",2,"Harm Reduction","Behaviour Change",1,"PressTab",1,0,1,1,1,1,1,1,"No Match","MDA, Unknown",5,"No Match",6,9,"Friend",1,"1, 1, 1, 1, 1, 1, 0, 1","Other"
67,2019-07-13,4561,0,"1",NA,1,0,1,1,1,0,1,1,1,1,1,1,1,NA,1,0,1,1,1,1,1,NA,"brown",0,1,NA,1,1,NA,"Offsite",3,"-",3,"-",3,1,"-",0,"cs",1,NA,NA,NA,NA,NA,NA,NA,"-","1","-",0,"-",0,1,1,1,0,1,1,1,NA,"1","js","-",0,1,1,1,1,1,1,1,"Match","Male",1,"0, 1, 1, 1, 1, 1, 1, 1",2,"Harm Reduction","No Change",1,"Crystal",0,1,1,1,1,1,1,1,"Match","MDMA",6,"Match",1,7,"Friend",2,"0, 0, 1, 1, 1, 1, 1, 1","MDMA, MDA"
74,2019-07-13,4562,0,"1",NA,1,0,1,1,1,1,1,1,1,1,0,1,1,NA,1,1,1,1,1,1,0,"paper","orange graphic",0,0,1,1,1,NA,"Offsite",3,"-",3,"-",3,3,"-",0,"IG",6,NA,NA,NA,NA,NA,NA,NA,"not perfect match, but major peaks line up . Isopropyl extraction","1",NA,0,"tests took a little long",0,1,1,1,0,1,1,1,NA,"1","DD","-",1,1,1,1,1,1,1,1,"No Match","Male",1,"1, 1, 1, 1, 1, 0, 1, 1",2,"Harm Reduction","No Change",1,"Other",1,1,1,1,0,1,1,1,"Match","LSD",6,"Match",1,7,"Friend",1,"1, 1, 1, 1, 1, 0, 1, 1","LSD"
63,2019-07-13,4563,0,"1",NA,1,0,1,1,1,0,1,1,1,1,1,1,1,NA,0,1,1,1,1,1,1,NA,"gray",0,0,1,1,1,NA,"Onsite",3,"-",3,"-",3,1,"-",0,"cs",1,NA,NA,NA,NA,NA,NA,NA,"-","0","-",0,"-",1,1,0,1,0,1,1,1,NA,"1","cb","-",0,1,1,1,1,1,1,1,"Match","Male",1,"0, 1, 1, 1, 1, 1, 1, 1",2,"Harm Reduction","Behaviour Change",1,"Powder",0,1,1,1,1,1,1,1,"Match","MDMA",1,"Match",7,9,"Friend",2,"0, 0, 1, 1, 1, 1, 1, 1","MDMA, MDA"
60,2019-07-13,4565,1,"1",NA,1,0,1,1,1,0,1,1,1,1,1,1,1,NA,0,1,1,1,1,1,1,NA,"gray",0,0,1,1,1,NA,"Onsite",3,"-",3,"-",3,1,"-",0,"cs",1,NA,NA,NA,NA,NA,NA,NA,"-","1","-",NA,"-",1,1,1,1,0,1,1,1,NA,"1","GD","JD-satisfaction with service not filled out",0,1,1,1,1,1,1,1,"Match","Male",1,"0, 1, 1, 1, 1, 1, 1, 1",1,"Harm Reduction","Behaviour Change",1,"Powder",0,1,1,1,1,1,1,1,"Match","MDMA",1,"Match",7,9,"Friend",2,"0, 0, 1, 1, 1, 1, 1, 1","MDMA, MDA"
71,2019-07-13,4566,0,"1",NA,1,0,1,1,1,0,1,1,1,1,1,1,1,NA,0,1,1,1,1,1,1,NA,"brown",0,1,NA,1,1,NA,"Offsite",NA,"JD-field not filled out",NA,"JD-field not filled out",NA,1,"-",0,"IG",1,7,7,NA,NA,"cellulose","talc (uncertain ID)",NA,"approx 50% MDMA, 50% binder, Some residual remains unaccounted for","1","-",0,"-",1,1,1,0,1,1,1,1,NA,"0","DH","-",0,1,1,1,1,1,1,0,"No Match","Male",2,"0, 1, 1, 1, 1, 1, 1, 0",1,"Harm Reduction","Behaviour Change",1,"Powder",0,1,1,1,1,1,1,1,"Match","MDMA, Unknown",1,"Match",7,7,"Dispose",2,"0, 0, 1, 1, 1, 1, 1, 1","MDMA, MDA"
256,2019-07-13,4567,0,"1",NA,1,0,1,1,1,0,1,1,1,1,1,1,1,NA,1,0,1,1,1,1,1,NA,"white/brownish",0,1,NA,1,1,NA,"Offsite",NA,"ek",NA,"ek",NA,1,"-",0,"MM",1,NA,NA,NA,NA,NA,NA,NA,"-","1","-",0,"-",0,1,1,1,0,1,1,1,NA,"1","JA","-",0,1,1,1,1,1,1,1,"Match","Male",1,"0, 1, 1, 1, 1, 1, 1, 1",2,"Harm Reduction","No Change",1,"Crystal",0,1,1,1,1,1,1,1,"Match","MDMA",6,"Match",1,7,"Friend",2,"0, 0, 1, 1, 1, 1, 1, 1","MDMA, MDA"
603,2019-07-13,4568,0,"0",NA,1,0,1,1,1,1,1,1,1,1,0,1,1,NA,1,1,0,1,1,1,1,NA,NA,0,1,NA,1,1,NA,"Onsite",3,"-",0,"-",3,1,"-",1,"CS",6,NA,NA,NA,NA,NA,NA,NA,"-","1","-",0,"-",0,1,1,1,1,1,1,1,NA,"1","MR","ek: questions re: visiting service at this festival and colour were not completed on original form",1,1,1,1,1,0,1,1,"Match","Male",1,"1, 1, 1, 1, 1, 0, 1, 1",1,"No Change","No Change",1,"Blotter",1,1,1,1,0,1,1,1,"Match","LSD, LSD",3,"Match",3,5,"No Change",1,"1, 1, 1, 1, 1, 0, 1, 1","LSD"
250,2019-07-13,4569,0,"0",NA,1,0,1,1,1,0,1,1,1,1,1,1,1,NA,1,0,1,1,1,1,1,NA,"green",0,0,NA,1,1,NA,"Offsite",3,"-",3,"-",3,1,"-",0,"CS",1,NA,NA,NA,NA,NA,NA,NA,"-","1","-",0,"-",0,1,0,1,0,1,1,1,NA,"1","HR","ek: question re: repeated visits at festival and # of friends not completed on the paper form",0,1,1,1,1,1,1,1,"Match","Male",1,"0, 1, 1, 1, 1, 1, 1, 1",3,"Harm Reduction","No Change",1,"Crystal",0,1,1,1,1,1,1,1,"Match","MDMA",6,"Match",1,7,"Friend",2,"0, 0, 1, 1, 1, 1, 1, 1","MDMA, MDA"
600,2019-07-13,4570,0,"1",NA,1,0,1,1,1,1,1,1,0,1,1,1,1,NA,0,1,1,1,1,1,1,NA,"white",1,1,NA,1,1,NA,"Offsite",3,"-",3,"-",3,1,"-",0,"CS",4,NA,NA,NA,NA,NA,NA,NA,"-","1","No",0,"-",0,1,1,1,1,1,1,1,NA,"1","MR","ek: questions re: primarily testing was not completed on original form",1,1,1,0,1,1,1,1,"Match","Male",1,"1, 1, 1, 0, 1, 1, 1, 1",1,"No Change","No Change",1,"Powder",1,1,1,1,1,1,1,0,"Match","Cocaine",3,"Match",3,3,"No Change",1,"1, 1, 1, 0, 1, 1, 1, 1","Cocaine"
602,2019-07-13,4571,0,"1",NA,1,0,1,1,1,1,1,0,1,1,1,1,1,NA,1,0,1,1,1,1,1,NA,"white",0,1,NA,1,1,NA,"Offsite",3,"-",3,"-",3,1,"-",0,"CS",3,NA,NA,NA,NA,NA,NA,NA,"-","1","-",NA,"no, thank you awesome service",0,1,1,1,0,1,1,1,NA,"1","MR","ek: satisfaction with service was not completed on original form",1,1,0,1,1,1,1,1,"Match","Male",1,"1, 1, 0, 1, 1, 1, 1, 1",2,"Harm Reduction","No Change",1,"Crystal",1,1,0,1,1,1,1,1,"Match","Ketamine",6,"Match",1,7,"Friend",1,"1, 1, 0, 1, 1, 1, 1, 1","Ketamine"
597,2019-07-13,4572,0,"1",NA,0,1,1,1,1,1,0,1,1,1,1,1,1,NA,0,1,1,1,1,1,1,NA,"whitish",0,1,NA,1,1,NA,"Offsite",3,"-",3,"-",3,1,"-",0,"CS",2,7,7,NA,NA,"creatin","dimethylsulfone",NA,"-","0","% of some other substance present",0,"more testers & FTIR's, awesome service, thank you",1,1,0,1,0,1,1,1,NA,"1","MR","-",1,0,1,1,1,1,1,0,"No Match","Female",2,"1, 0, 1, 1, 1, 1, 1, 0",2,"Harm Reduction","Behaviour Change",1,"Powder",1,0,1,1,1,1,1,1,"Match","MDA, Unknown",7,"Match",8,2,"Friend",0,"1, 1, 1, 1, 1, 1, 1, 1",NA
598,2019-07-13,4573,0,"1",NA,1,0,1,1,1,1,1,1,1,1,1,1,0,"GHB",1,1,1,1,0,1,1,NA,"clear",0,0,2,1,1,NA,"Onsite",NA,"ek: no results recorded on original form",NA,"ek: no results recorded on original form",NA,1,"-",0,"MM",7,NA,NA,NA,"GHB",NA,NA,NA,"-","1","-",0,"-",0,1,1,1,1,1,1,0,"start low go slow","1","JA","-",1,1,1,1,1,1,1,0,"Match","Male",1,"1, 1, 1, 1, 1, 1, 1, 0",2,"No Change","No Change",1,"Liquid",1,1,1,1,1,1,0,1,"Match","Unknown",3,"Match",3,5,"Other",1,"1, 1, 1, 1, 1, 1, 1, 0","Unknown"
180,2019-07-13,4574,0,"1",NA,0,1,1,1,1,1,1,1,0,1,1,1,1,NA,0,1,1,1,1,1,1,NA,"white",0,1,NA,1,1,NA,"Offsite",3,"-",3,"-",3,1,"-",0,"RH",4,NA,NA,NA,NA,NA,NA,NA,"-","1","-",0,"-",0,1,1,1,1,1,1,1,NA,"1","CJ","-",1,1,1,0,1,1,1,1,"Match","Female",1,"1, 1, 1, 0, 1, 1, 1, 1",1,"No Change","No Change",1,"Powder",1,1,1,1,1,1,1,0,"Match","Cocaine",8,"Match",4,8,"No Change",1,"1, 1, 1, 0, 1, 1, 1, 1","Cocaine"
607,2019-07-13,4575,0,"0",NA,1,0,1,1,1,0,1,1,1,1,1,1,1,NA,1,0,1,1,1,1,1,NA,"grey/white",0,1,NA,1,1,NA,"Offsite",3,"-",3,"-",3,1,"-",0,"IG",1,NA,NA,NA,NA,NA,NA,NA,"very flat residual","1","-",0,"-",0,1,1,1,1,1,1,1,NA,"1","KD","ek: question re: visiting service at this festival was not completed on original form",0,1,1,1,1,1,1,1,"Match","Male",1,"0, 1, 1, 1, 1, 1, 1, 1",1,"No Change","No Change",1,"Crystal",0,1,1,1,1,1,1,1,"Match","MDMA",3,"Match",3,3,"No Change",2,"0, 0, 1, 1, 1, 1, 1, 1","MDMA, MDA"
593,2019-07-13,4576,0,"1",NA,1,0,1,1,1,0,1,1,1,1,1,1,1,NA,1,0,1,1,1,1,1,NA,"grey",0,1,NA,1,1,NA,"Onsite",3,"-",3,"-",3,1,"-",0,"CS",1,NA,NA,NA,NA,NA,NA,NA,"-","0","surprised to find no buffs",0,"no, thanks for being here",0,1,1,1,0,1,1,1,NA,"1","MR","-",0,1,1,1,1,1,1,1,"Match","Male",1,"0, 1, 1, 1, 1, 1, 1, 1",2,"Harm Reduction","No Change",1,"Crystal",0,1,1,1,1,1,1,1,"Match","MDMA",6,"Match",1,1,"Friend",2,"0, 0, 1, 1, 1, 1, 1, 1","MDMA, MDA"
237,2019-07-13,4578,0,"1",NA,1,0,1,1,1,1,1,1,0,1,1,1,1,NA,0,1,1,1,1,1,1,NA,"white",0,0,3,1,1,NA,"Offsite",3,"-",3,"-",3,1,"-",0,"MM",4,NA,NA,NA,NA,NA,NA,NA,"-","1","-",0,"-",0,1,1,1,0,1,1,1,NA,"1","IO","-",1,1,1,0,1,1,1,1,"Match","Male",1,"1, 1, 1, 0, 1, 1, 1, 1",2,"Harm Reduction","No Change",1,"Powder",1,1,1,1,1,1,1,0,"Match","Cocaine",6,"Match",1,7,"Friend",1,"1, 1, 1, 0, 1, 1, 1, 1","Cocaine"
236,2019-07-13,4579,0,"1",NA,0,1,1,1,1,1,1,1,1,1,1,1,0,"speed",1,1,1,0,1,1,1,NA,"white",0,0,2,1,1,NA,"Offsite",3,"-",3,"-",3,1,"-",0,"IG",7,7,7,NA,"cellulose","caffeine","fatty acid (likely magnesium stearate)",NA,"No active substance other than caffeine detected, even after extraction","0","was expecting amphetamine",0,"faster",1,1,1,1,1,1,1,0,"undecided","1","KD","-",1,1,1,1,1,1,1,0,"Match","Female",1,"1, 1, 1, 1, 1, 1, 1, 0",1,"No Change","Behaviour Change",1,"PressTab",1,1,1,1,1,1,0,1,"Match","Unknown",4,"Match",5,2,"Other",1,"1, 1, 1, 1, 1, 1, 1, 0","Unknown"
578,2019-07-13,4580,0,"1",NA,0,1,1,1,1,1,1,1,1,1,1,1,0,"GHB",1,1,1,1,0,1,1,NA,"clear",0,0,3,1,1,NA,"Offsite",3,"-",3,"-",3,1,"-",0,"CS",7,NA,NA,NA,"GHB",NA,NA,NA,"-","1","reassured :)",NA,NA,0,1,1,1,0,1,1,1,NA,"1","MR","ek: question re: satisfaction with services was not completed on original form",1,1,1,1,1,1,1,0,"Match","Female",1,"1, 1, 1, 1, 1, 1, 1, 0",2,"Harm Reduction","No Change",1,"Liquid",1,1,1,1,1,1,0,1,"Match","Unknown",4,"Match",5,2,"Friend",1,"1, 1, 1, 1, 1, 1, 1, 0","Unknown"
581,2019-07-13,4581,0,"1",NA,0,1,1,1,1,1,1,0,1,1,1,1,1,NA,1,0,1,1,1,1,1,NA,"beige",0,0,3,1,1,NA,"Offsite",3,"-",3,"-",3,1,"-",0,NA,3,NA,NA,NA,NA,NA,NA,NA,"ek: technician initials not recorded","1","-",0,"-",0,1,0,1,0,1,1,1,NA,"1","JR","-",1,1,0,1,1,1,1,1,"Match","Female",1,"1, 1, 0, 1, 1, 1, 1, 1",3,"Harm Reduction","No Change",1,"Crystal",1,1,0,1,1,1,1,1,"Match","Ketamine",4,"Match",5,2,"Friend",1,"1, 1, 0, 1, 1, 1, 1, 1","Ketamine"
248,2019-07-13,4582,0,"1",NA,0,1,1,1,1,0,1,1,1,1,1,1,1,NA,0,1,1,1,1,1,1,NA,"dark brown",0,0,2,1,1,NA,"Offsite",3,"-",3,"-",3,1,"-",0,"IG",1,NA,NA,NA,NA,NA,NA,NA,"minor unidentified residual","1","-",0,"-",0,1,1,1,1,1,1,1,NA,"1","KD","-",0,1,1,1,1,1,1,1,"Match","Female",1,"0, 1, 1, 1, 1, 1, 1, 1",1,"No Change","No Change",1,"Powder",0,1,1,1,1,1,1,1,"Match","MDMA",8,"Match",4,8,"No Change",2,"0, 0, 1, 1, 1, 1, 1, 1","MDMA, MDA"
235,2019-07-13,4583,0,"1",NA,1,1,1,1,1,1,1,1,0,1,1,1,1,NA,0,1,1,1,1,1,1,NA,"white",0,0,2,1,1,NA,"Offsite",3,"-",3,"-",3,1,"-",0,"IG",4,NA,NA,NA,NA,NA,NA,NA,"5-10% unidentified residual","1","-",0,"-",0,1,1,1,1,1,1,1,NA,"1","KD","-",1,1,1,0,1,1,1,1,"Match","Unknown",1,"1, 1, 1, 0, 1, 1, 1, 1",1,"No Change","No Change",1,"Powder",1,1,1,1,1,1,1,0,"Match","Cocaine",8,"Match",4,1,"No Change",1,"1, 1, 1, 0, 1, 1, 1, 1","Cocaine"
245,2019-07-13,4587,0,"1",NA,1,0,1,1,1,0,1,1,1,1,1,1,1,NA,1,1,1,1,1,1,0,"rock","brown",0,0,2,1,1,NA,"Offsite",NA,"ek",NA,"ek",NA,1,"-",0,"MM",1,NA,NA,NA,NA,NA,NA,NA,"-","1","-",0,"some shade",0,1,1,1,0,1,1,1,NA,"1","JA","-",0,1,1,1,1,1,1,1,"Match","Male",1,"0, 1, 1, 1, 1, 1, 1, 1",2,"Harm Reduction","No Change",1,"Other",0,1,1,1,1,1,1,1,"Match","MDMA",6,"Match",1,7,"Friend",2,"0, 0, 1, 1, 1, 1, 1, 1","MDMA, MDA"
244,2019-07-13,4588,0,"1",NA,1,0,1,1,1,1,0,1,1,1,1,1,1,NA,0,1,1,1,1,1,1,NA,"white",0,0,3,1,1,NA,"Offsite",3,"-",3,"-",3,1,"-",0,"MM",2,NA,NA,NA,NA,NA,NA,NA,"-","1","-",0,"-",0,1,1,1,0,1,1,1,NA,"1","IO","-",1,0,1,1,1,1,1,1,"Match","Male",1,"1, 0, 1, 1, 1, 1, 1, 1",2,"Harm Reduction","No Change",1,"Powder",1,0,1,1,1,1,1,1,"Match","MDA",6,"Match",1,7,"Friend",0,"1, 1, 1, 1, 1, 1, 1, 1",NA
239,2019-07-13,4590,0,"0",1,0,1,1,1,1,1,1,1,0,1,1,1,1,NA,0,1,1,1,1,1,1,NA,"yellow",0,0,2,1,1,NA,"Offsite",3,"-",3,"-",3,1,"-",0,"CS",4,7,NA,NA,NA,"Procaine",NA,NA,"-","1","-",0,"-",0,1,1,1,1,1,1,1,NA,"1","MR","-",1,1,1,0,1,1,1,0,"No Match","Female",2,"1, 1, 1, 0, 1, 1, 1, 0",1,"No Change","No Change",1,"Powder",1,1,1,1,1,1,1,0,"Match","Cocaine, Unknown",8,"Match",4,8,"No Change",1,"1, 1, 1, 0, 1, 1, 1, 1","Cocaine"
249,2019-07-13,4591,0,"1",NA,1,1,1,1,1,1,1,1,0,1,1,1,1,"[illegible]",0,1,1,1,1,1,1,NA,"yellow",0,0,2,1,1,NA,"Offsite",3,"-",3,"-",3,1,"-",0,"CS",7,4,NA,NA,"benzocaine",NA,NA,NA,"60%:40% benzocaine:cocaine","0","not what i thought it was at all",0,"not at this time",1,1,1,1,1,1,1,0,"not going to take, giving back to dealer","1","HR","ek: gender was not completed on paper form",1,1,1,0,1,1,1,0,"No Match","Unknown",2,"1, 1, 1, 0, 1, 1, 1, 0",1,"No Change","Behaviour Change",1,"Powder",1,1,1,1,1,1,0,1,"No Match","Cocaine, Unknown",7,"No Match",8,2,"Other",1,"1, 1, 1, 0, 1, 1, 1, 1","Cocaine"
240,2019-07-13,4593,0,"0",1,0,1,1,1,1,1,1,1,1,1,1,0,1,NA,0,1,1,1,1,1,1,NA,"yellow",0,0,2,1,1,NA,"Offsite",3,"-",3,"-",3,1,"-",0,"CS",4,7,7,NA,NA,"phenacetin","glutamine",NA,"extracter (ek) entered results based on written entry, numeric entry was ""46"" 1st, ""36"" 2nd and ""18"" glutamine, which doesn't make sense to the key, could be % composition?","0","unknown additives",0,"-",1,1,1,1,1,1,1,0,"not taking, giving back to dealer","1","HR","""FLAGGED"" is written on top of the form",1,1,1,0,1,1,1,0,"No Match","Female",2,"1, 1, 1, 0, 1, 1, 1, 0",1,"No Change","Behaviour Change",1,"Powder",1,1,1,1,1,1,1,0,"No Match","Cocaine, Unknown",7,"No Match",8,2,"Other",1,"1, 1, 1, 1, 1, 1, 0, 1","Other"
247,2019-07-13,4594,0,"1",NA,0,1,1,1,1,0,1,1,1,1,1,1,1,NA,0,1,1,1,1,1,1,NA,"brown",0,0,2,1,1,NA,"Offsite",3,"-",3,"-",3,1,"-",0,"IG",1,7,NA,NA,NA,"mannitol",NA,NA,"~5-10% mannitol","1","-",0,"-",0,1,1,1,1,1,1,1,NA,"1","KD","-",0,1,1,1,1,1,1,0,"No Match","Female",2,"0, 1, 1, 1, 1, 1, 1, 0",1,"No Change","No Change",1,"Powder",0,1,1,1,1,1,1,1,"Match","MDMA, Unknown",8,"Match",4,8,"No Change",2,"0, 0, 1, 1, 1, 1, 1, 1","MDMA, MDA"
606,2019-07-13,4595,0,"0",NA,1,0,1,1,1,0,1,1,1,1,1,1,1,NA,1,0,1,1,1,1,1,NA,NA,0,1,NA,1,1,NA,"Offsite",3,"-",3,"-",3,1,"-",0,"IG",2,NA,NA,NA,NA,NA,NA,NA,"-","0","was expecting MDMA -> MDA unexpected",0,"-",1,1,0,1,1,1,1,1,NA,"1","KD","ek: questions re: visiting service at this festival and colour were not completed on original form",1,0,1,1,1,1,1,1,"No Match","Male",1,"1, 0, 1, 1, 1, 1, 1, 1",1,"Harm Reduction","Behaviour Change",1,"Crystal",1,0,1,1,1,1,1,1,"No Match","MDA",5,"No Match",6,9,"Take Less",2,"0, 0, 1, 1, 1, 1, 1, 1","MDMA, MDA"
